标题,链接
白杨云相册｜今天，和传传一起点亮中传校园！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402932&idx=1&sn=29e76ba9e2c71233d444143019bd8f63&chksm=8050af27b72726317755adb773309366d2df25152ade1e678f3b4dafd6cff45cbb46e13a581b#rd
请收藏！中传新媒体研究院联合新浪AI媒体研究院发布中国智能媒体发展报告~,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402741&idx=1&sn=10b5847286f744e8b159c5dad1b0537a&chksm=8050afe6b72726f01a40acf7989f0a39dbd617cd69e5a94290b8e463b5398b671659e0b1ffd2#rd
来了！“青春记疫——大学生在行动”主题云晚会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402627&idx=1&sn=e78519809d34bda10a25d6044fa56f3b&chksm=8050a810b7272106b74708c95b257b0f505d4cc7e3e5a198864892821b365722a1654993c288#rd
中传学子，这个倡议请你接力！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402627&idx=2&sn=01d2082b85b28bb881589a75d93c963b&chksm=8050a810b7272106ac1a3ed55334d8eb1ea32c809c7f96eb243fbc8778a5ddffc8ca677a18bb#rd
中传广告学院学子用作品重塑符号，带你领略别样中国文化,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402588&idx=1&sn=f152b66a31a6d489356990b562228694&chksm=8050a84fb72721590be435129a2fbc61593fc9db618c650e3ff00452b71049a0ee8f6852235f#rd
深情献声 | 中传校友创作《中国传媒大学赋——献给母校》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402531&idx=1&sn=0772f42aefdbf1497578c87f403af96c&chksm=8050a8b0b72721a63f851138c5b2704200475350f919893216326f45ac9c147e8e6abbc6de3c#rd
听党报人讲述亲历的战“疫”故事｜中传学子分享心得,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402531&idx=2&sn=9656923416fbf69446647a93eec58d15&chksm=8050a8b0b72721a66a6a8f501bfb14de4c4ec5dcb57c26117016676c0b418fde0def3fff92db#rd
传传又出摄影教程！原来，居家也可以拍大片~,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402511&idx=1&sn=f3e136d7e6ce352463c5b411b8492e94&chksm=8050a89cb727218a7debe105077ca7a410612b7f9024ac5349a7609e679b940683b72ae6ae5c#rd
春天的信心 | 中国传媒大学与祖国同行,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402411&idx=1&sn=dea657d6e9fd0b2684e28649d6d24233&chksm=8050a938b727202ea692a81b1a97d0addd06bfef22df95d96a2ac35fca28b605cca4e30ed37c#rd
自律传：居家防控，带你一览中传式自律,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402403&idx=1&sn=4e85ce3d0056546f8ec7c040e938ec80&chksm=8050a930b727202612e6a88ea929ad4a29b5cead10e61bf4132fbc53003208e39c07304b7c8a#rd
创作升级~来看看中传李智勇老师创作的“木得儿”表情包！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402403&idx=2&sn=3a2836755a00f5d3db07d2b9f1cd5d6a&chksm=8050a930b7272026aaaf0182118d712278132a103d77e5a4de0afcef05fc7dfea53697bfda7d#rd
这份大阅城“云采书”操作指南，请查收！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402386&idx=1&sn=b6a4ea6371b491a0e43e57626d050aed&chksm=8050a901b7272017d9a6a1b7717e21072c7a21fb9d808728d4954abbc3e2fcbec944009e8f23#rd
聆听！传传送你一份网课状态调节秘籍,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402381&idx=1&sn=52ff3c8eb61063100da2955a1a381d4c&chksm=8050a91eb727200814aeb36dc350b7b34d1371f97b2c84be21333d6a529ad94baed3411321a0#rd
“4·15全民国家安全教育日”主题学习，中传团学组织在行动,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402381&idx=2&sn=4ae8db52b900bc63ea1dfe3111a7eed3&chksm=8050a91eb72720082d1e18f02c6ef2e3c49bc848d77b85e2a2efe3208a98bbaac2b01cfd71cf#rd
暖心！创造美好未来潘基文基金会向中传人类命运共同体研究院捐赠抗疫物资,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402352&idx=1&sn=c1d40ef882cc1f0040a048db0201bfd7&chksm=8050a963b7272075ebe2375ac5109bc18985c45a580778ee34f515c9169728fb5da4bba85d76#rd
潘基文：齐心协力支持中国抗击疫情,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402352&idx=2&sn=12e6139db5cf314212cce79c855a6118&chksm=8050a963b72720750e7a6399a6bbb97a859cf63b176808facbe8d609d7089e8173fe81fcb48f#rd
白杨版《居家技能图鉴》新鲜出炉！有用的知识又增加了（￣▽￣）,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402186&idx=1&sn=937a55b7dcff36d350a904441c605a47&chksm=8050a9d9b72720cf7b67f450f639158530cd7611411d11d8535894775ae2521ca3f9ce3cdd69#rd
《孩子的战“疫”日记》：他们用动画传递这份充满童心的温暖,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402183&idx=1&sn=510b84ffd3f77c63c8ae001f4adb781c&chksm=8050a9d4b72720c25c877fbaebc41cdf95a8c5c507807f7d20a6e6566d311c4becfc024d251b#rd
中国传媒大学2020年春季工作会议召开,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402168&idx=1&sn=3d100df7fe692ac93b2abe0c2d90f9d0&chksm=8050aa2bb727233df4931dd6ce659f09ccd207fb2deebc466d5476804393caf212ad4516618c#rd
这封长长长长长长的30w粉丝情书，甜度爆表了吧(。・∀・)ノ,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402097&idx=1&sn=c95ab1a9dacd45210cb7aa57573be976&chksm=8050aa62b7272374b067eefc215fe66eb4fd66ce2bd92b8144342232977b9c7802b2c8658b84#rd
两周岁生快！白羊座的B站传等你PICK~,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402097&idx=2&sn=5fa224e339d1935dd210025e7ceed13a&chksm=8050aa62b7272374acbaeff76fd7338c358f8bb36ec499917a1d446aefe1d62ff9e89cb11131#rd
春发生｜灼灼华夏，煦煦春风,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402078&idx=1&sn=9bff6e1abb50847214f80ae8f9c50c0c&chksm=8050aa4db727235b5f26c04cbfc692cc317c787579a7f934742e503ef2e2268a52fca49a10e0#rd
中传音乐与录音艺术学院学子与湖北学子持续连线再推原创歌曲MV,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652402078&idx=2&sn=9e270e1d3b948d083eba0def0eb01b26&chksm=8050aa4db727235bb6c7549e53da8a465116ec61c70cbab88d37f1381e35019d455cb7ac75f1#rd
分享图片,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401888&idx=1&sn=9c6142316c78f15b349ad636739f3ec3&chksm=8050ab33b727222566b2cac80fe65a310363751d53157dd0ad4f0a233638a4c3f662d1b9a598#rd
相隔千里，以歌相伴｜他们将温暖唱给世界听,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401884&idx=1&sn=825ff233b7495d153fbe07383f191cad&chksm=8050ab0fb72722196c8202fd25bed629f139c77727429738744d4bd1d5b012ea6dd7455c0fc8#rd
中国传媒大学关于 2020 年艺术类专业考试复试方案调整的公告,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401871&idx=1&sn=dfe792e32848f1a758d58eadc5e1ee01&chksm=8050ab1cb727220a793eb0e61e4896a5623d8f1e04e4c7c64cb2f919ac341804df44627cda23#rd
听！中传86级播音校友集体“云朗诵”《请接受一座城市的敬礼》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401840&idx=1&sn=d65b65d6bda4699a04e77f57f9b9f391&chksm=8050ab63b7272275159c8c57125adf3e94039d0ee13732453e684623fa5b8dfce8e9bb2d6cdd#rd
2020年全国高考延期一个月举行，考试时间为7月7日至8日,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401803&idx=1&sn=846566fba635991d18a0ad83407ab92c&chksm=8050ab58b727224ed9bc54b14a0b01f894fa8aa8ebba4f7a89ae08b2d82dc05b84ed3eb2d0c2#rd
云端之恋 | 乱分春色到中传,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401793&idx=1&sn=f3baa2e4f5bbba5b77acc20738d76e3d&chksm=8050ab52b727224422271a9c968752a3528fa272b5a82f111b13f86df4a65da13d85d3baab08#rd
春日限定 | 音韵之美，传传邀你共赏（上）,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401691&idx=1&sn=14d0274f54f41c69c90cc58c87cbe5cc&chksm=8050abc8b72722de06eb5ccdaa107c8180ef6c6ac9edda730968e52e2607fd0e9ae0dab2e31a#rd
春日限定 | 音韵之美，传传邀你共赏（下）,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401691&idx=2&sn=60ddf316d67a1b360cf74423732aa0c2&chksm=8050abc8b72722dea6c3fd9eebbb37f8f5cdde81dca94b740fd1391956f583fd6076f05678f9#rd
【重磅】新华社制作专题片点赞中国传媒大学,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401644&idx=1&sn=f26e7f8fb1706056234fc9192117ad08&chksm=8050b43fb7273d29b6b01ccf625a8a026f558b54363983ae1f1404eba2298c9012e1c89a3345#rd
微言教育 | @考研学子~疫情时期，如何缓解考研焦虑？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401580&idx=1&sn=7cf42ce3e61566b3bf59f47bedbb0186&chksm=8050b47fb7273d694f075a3c73d3e56a76588695b9343336eefbab9910b7f3141ab6089b7927#rd
【传传说】大阅城借阅榜最热门的十本书，你都知道吗？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401580&idx=2&sn=3e2fc1de004f4c42307c6afba611a288&chksm=8050b47fb7273d692d872e5301d99d19d808958e944c7e54aecf80e15948643a78906759daaf#rd
抗“疫”作品征集选登 | 抒发大爱，传递信心！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401523&idx=1&sn=fa49ce8612852f086ef5f6448bb91c3d&chksm=8050b4a0b7273db6f0cd73312d0b7d7a29714e3c30e954a97821cc5867be15eed638618385a3#rd
@2020届毕业生，这里有你最想听到的消息！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401444&idx=1&sn=42870a33388939bda38eea7c96a18f7b&chksm=8050b4f7b7273de1dd3b2b732ba1b0e0a46ba100b3f5a423cced016cc27ec486ab1f1cae2bf2#rd
微言教育 | @中传学子！等待开学前，如何调整好心态？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401439&idx=1&sn=4e23ee53ce2b73a65ae56b73961b5095&chksm=8050b4ccb7273dda66c11d2d8a4d0a3e2f92a857042e0052467161c4627be9f0f23d7e96dda0#rd
猛戳！ | “专业行话”小测试,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401420&idx=1&sn=2f7b56fe1f879f3e448788ffe10ce81e&chksm=8050b4dfb7273dc968d01c84c61c226c82441e9a818c37ed97e564870c8649c0793e1cb0292c#rd
中国传媒大学联合出品纪录片《第一线》正式上线！聚焦武汉，传递大爱！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401413&idx=1&sn=b6240d07f7e7c748d8f5f91d81fbe1ce&chksm=8050b4d6b7273dc0b979978c02f222b8ce8fd725b5bb2ae8097e54240710f7956533f61038a9#rd
云读书 | 传传的这份大阅城宝藏书单，你都猜得到吗？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401393&idx=1&sn=4562d2fb79f06e1afc6af37111cbceaf&chksm=8050b522b7273c3467e3caf6412f2d1b51064d59122a1df5ca9b48871b9438c5eb44372db669#rd
同舟共济 | 中国书写文化研究中心携手书法同行用笔墨传达战“疫”必胜信念,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401391&idx=1&sn=3248996f95a81f8d2477ac55affadb56&chksm=8050b53cb7273c2a70e483c05a49dde7274740158f304d7f1c6da257e8b1a1dc5f1366e9e793#rd
最美的身影｜投身抗“疫”的中传志愿者,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401376&idx=1&sn=677898d1cac670d18b624a6628982f4b&chksm=8050b533b7273c25deb2305c053713a8f4f0a1e41a60934ae89e1471bd26a54a8c4925ed64bf#rd
师说 | 打卡中传计算机与网络空间安全学院周菁教授经验分享会,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401341&idx=1&sn=b9e00efafb00538dc37931990b37d1ac&chksm=8050b56eb7273c78d66e125c839d11ae7feca9b792c4fd0c8b404cda732a8df3f14cc3257b3a#rd
倾听 | 名家朗诵《致敬平凡英雄》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401322&idx=1&sn=95ed6208b267dc169285c2a0d41206ca&chksm=8050b579b7273c6fa1c3747b957969faf90521289fe783321f6fb8770a13472b335a1e1be396#rd
师说丨来听中传广告学院康瑾教授的混合式教学心得分享,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401298&idx=1&sn=32ab0f65a22816157b8337a2fb331c0d&chksm=8050b541b7273c57a6a63062749c2a5db05f76d980a9e0ece12c948510ce834cffe6d3565435#rd
【重磅】教育部点赞中国传媒大学：牢记教育初心，勇当艺考改革排头兵,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401286&idx=1&sn=24b1b2cf6a85d78858d1cdb325da42af&chksm=8050b555b7273c43ff456c81952632f89af2f4e26716ce782acd00e8654b3595ee7100464dc2#rd
同心战“疫”，为爱发声 | 中传76播音班师生隔空诵读《与武汉相遇》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401243&idx=1&sn=eead2c58cd75b25d22269c7f10087941&chksm=8050b588b7273c9eaf494f90036055bdb57309dbe0f6ccd76c75158a175b345d3ec69063d7d1#rd
今天是我国第42个植树节。让我们一起种植希望，迎接春暖花开。💚,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401230&idx=1&sn=79141cf3885540523dcb624da63b91b2&chksm=8050b59db7273c8ba9dfb32c1e84b3c952dfdafe8f84e8812fd800705813421fb27ed23b5ee6#rd
以“音”战“疫” | 中传音乐与录音艺术学院师生创作歌曲《沁园春·战“疫”》,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401227&idx=1&sn=e20b53c91998ec21c003f00a2f29e19e&chksm=8050b598b7273c8e83243b3ce15d4f7ada1f4d10c3c27220f02c24facebb0bc6a63c9d200c36#rd
【现代教育报】中国传媒大学坚持四个“强化”，疫情防控期上好思政课,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401223&idx=1&sn=38d75be3d56d00cd39dd0a0d942f187b&chksm=8050b594b7273c823956a84d40806093a0a6eb9b187b745715bd01dccd7861c0579344999d75#rd
@中传学子！注意：这些疫情防控公开课纳入本学期形势与政策课,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401214&idx=1&sn=7db24fc217266a90be85d2e1f3527745&chksm=8050b5edb7273cfb350d91637c9d0a202038198876376a7ffe523fc3c6e69a0e4811d2176f69#rd
研究生“云课堂”第一天线上教学日记,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401200&idx=1&sn=db894b68f3360e2d1d13291f201d5a97&chksm=8050b5e3b7273cf541598c30482384b25bf03e6d1f6e16119a45d1ce0641fd317e904729e043#rd
必读！疫情期间，专家教你如何做好心理防护,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401162&idx=1&sn=9df254211f2f79ff32ad64d64097c05d&chksm=8050b5d9b7273ccfa98f3da63b12b5650fcb53be42e747e586c8c64cc418d6f1fc6c7faae05b#rd
在距中国近两万公里之遥的国家教汉语，是一种怎样的体验？,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401134&idx=1&sn=3339dd88bb647fb1b5fe1b33cef2c8e1&chksm=8050b63db7273f2b9fb2fc03003dacc41cf1e395eb53ef93172e52a3489861458d80e139cc1c#rd
微言教育 | “全国大学生同上一堂疫情防控思政大课”在线直播预告,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401130&idx=1&sn=6f07b32db35edad5a7b5249ec4e3ecc4&chksm=8050b639b7273f2f141c64e36dc8c245080ed582a5eec4bf4218a270a24e23a3d8bb60348c9b#rd
赞！中传校友师鹏献唱MV《侠之大者》致敬抗“疫”英雄,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401111&idx=1&sn=2a57afed1e2493cbb1ff3f3aee46e74b&chksm=8050b604b7273f128ec1a55fdeed39a9a8f46c1c48a38e9da6ce55f9997c0dda3bae6269e3f1#rd
传传为你揭秘：国家奖学金获得者背后的学习关键词,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401079&idx=1&sn=d36fbdeb8b2b55c3244d642507498836&chksm=8050b664b7273f72d0be670e01c1cf94cfd320263608ecd30f1e71c405071bc173962a1d55bb#rd
让世界充满爱｜中传信息与通信工程学院合唱团用“云合唱”为抗疫加油！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401077&idx=1&sn=2dd0f087702d3dde61f3ab4889f153ec&chksm=8050b666b7273f70701871a064cdbea7ae788daa99a7d7389cdf7751246f8a7e04aefa44c190#rd
请查收丨中国传媒大学慕课已送达！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401068&idx=1&sn=3794b613781313dd06c8a23f2f0b057a&chksm=8050b67fb7273f6939b166e43b5da7939144f7fa42b3994fbd34e82e9094b1dc31c9f181a0c3#rd
听！中传退休教师原创诗歌致敬“抗疫”一线白衣天使,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401062&idx=1&sn=82cc075af27c21e94a956d81ce09c86c&chksm=8050b675b7273f63f682a007ae5ec1e281831687e5feda9136dd824fda984cbe6d2f8f109118#rd
居家抗疫，秀秀中传李智勇老师的“手艺活”！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401027&idx=1&sn=f50630596549898e45fc8dd674153811&chksm=8050b650b7273f4624a11bf68b953d5c200eb46de8df4dc30ceb00dd2dfb0af7ea42e2ca7c36#rd
感动！中国传媒大学国际生为战“疫”加油！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401001&idx=1&sn=279b19532cfab7df5f24c443ddf63a71&chksm=8050b6bab7273fac9ca079c7ab7f572491a428a5427e314570b68c438a5faf3ecaa0aebbd306#rd
中传电视学院：抗疫，我们心在一起！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652401000&idx=1&sn=8af0b30c0d2eb3fd2f92f6da8fbcd640&chksm=8050b6bbb7273fad8aee2a34ce84d6a0bc7731be8993404d6c557d8466bd74455190ffd25b04#rd
读书计划怎么安排？来自中传文化产业管理学院的大礼包请查收！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400979&idx=1&sn=5ffb05e6175c4ee99eb90877e02564e6&chksm=8050b680b7273f96b2c70f87080c13265b9595b2f2bfd049190f7b6f0b08e5cef6c3389e729d#rd
中传校友魏晓媚：用短视频记录家乡东北的抗疫故事,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400970&idx=1&sn=85fe203bc0e795e6b1b57bd0e9471797&chksm=8050b699b7273f8fb52a9833ca95df437d5bb5c63d176f2e68ca47422bf8a910db40ab9f96ef#rd
【微言教育】致敬教育系统最美逆行者！北师大教授康震开讲,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400960&idx=1&sn=7a8c0f42abe740f0211c85421ceba996&chksm=8050b693b7273f85262e82fd95abf47bc178f570a9fb6e486f70da8b03942a3d846db3eb3f9f#rd
情系江城“疫”线 | 他们用画笔为武汉加油,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400939&idx=1&sn=9423e42da661bab793436829d9fd8e31&chksm=8050b6f8b7273fee32fd0e1cd74197c1d30fa8f213be570f62ced6fddc77fb29bafec3df5940#rd
抗疫作品征集选登 | 离退休老同志以笔墨抒发抗“疫”情怀,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400926&idx=1&sn=4d895d116cd559c9b1d626fd4b7d5011&chksm=8050b6cdb7273fdb65d5bec80daf8c19fafe513cf0a9ef6a77325cb3fd34aba5f1a5df59c0a8#rd
【微言教育】如何从国际角度看中国战“疫”？人大金灿荣教授开讲,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400895&idx=1&sn=3dc4e1e20582742b818b3bb6c6007bb0&chksm=8050b72cb7273e3afde2dcd62d0625efd6e16b775b6ebf978bc0d413d48b04a222fc76fe9fef#rd
中传留学生：中方防疫举措积极有力，让我安心留在中国,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400887&idx=1&sn=826d0c0fb9bcdc85b9ecdc7cfb0556b5&chksm=8050b724b7273e32dbac74980fa588eb9e877ac96d76dab44220a0459b313506a0a45b111a30#rd
中传高晓虹教授：畅通信息 增强信心 稳定人心,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400872&idx=1&sn=2bd6c290f6ee5e45443e5a8ea57bd32f&chksm=8050b73bb7273e2dbe9ce3803ab9ad03e7481844cb2173c000d4e3f4e4f7fba6a6dcc74d61d1#rd
重磅 | 中国传媒大学“云上伴读” ，24位导师与你不见不散,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400865&idx=1&sn=21c07bd9a5542464ca86670c546e3bcd&chksm=8050b732b7273e24991e294640ed476b05d6ac8eff1a6d870326d191b87a85ceeb3f41a21f97#rd
中传开启“读书计划”，“得到奖学金”等你来拿！,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400865&idx=2&sn=b4dea01b2274a963a8ae9556bd13fbe1&chksm=8050b732b7273e2492bcd10d031891e071d3d5f58235ddeaa8b766335493b68cc390d417755d#rd
叮咚！！传传送你一份大阅城远程操作指南,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400777&idx=1&sn=3034a745d53395aac7600048752190c1&chksm=8050b75ab7273e4c87ea10e746328cc1ef01d8d623a306936e9d5ed7b43b3f8d4b2e1caf1904#rd
同心战“疫”丨中传动画与数字艺术学院学子用新媒体作品为中国祈愿,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400742&idx=1&sn=a27a7547181a57625a7669f6afc1d71d&chksm=8050b7b5b7273ea336ec0525ea5163546c5e0ed637b251d6b4c150e4eb87ad0c2a31ad9a25fb#rd
【朗诵】付程：致善良的普通人,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400741&idx=1&sn=ca0f392c90b894e67f5afe4c8ac70750&chksm=8050b7b6b7273ea0dc95545722d5d17b5eac6071c1121faf859dffa03c46fc74fbbbf6b9f918#rd
【微言教育】中国古代是如何应对瘟疫的？王立群教授开讲啦,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400666&idx=1&sn=756bfa8aff9a55bdeed65c9dcdab1662&chksm=8050b7c9b7273edffc7f1923d83eb90afa8062de68f31c95220ff4fa4601306a6814880fd925#rd
来看！中传广告学院学子创作“动感中传”表情包~,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400645&idx=1&sn=87dc8c76bc54549a5acdbed340583935&chksm=8050b7d6b7273ec0a788f4492e477e4399375c0266e54af56cc8f802b3b9343a48fa277affed#rd
抗疫一线校友｜央视王宇：“必须记录逆行者”的逆行者,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400635&idx=1&sn=28649824e20ee2613e4e5f8811f848e2&chksm=8050b028b727393ebc430035d5276a7bc77c05701f362ab13646d1d36fe400bc7b39e00a6e29#rd
我以翰墨唤春风｜中传书写文化研究中心师生用作品向抗疫工作者致敬,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400582&idx=1&sn=cbba97064df55cd7ba0c577be4ff4334&chksm=8050b015b7273903fd9ad512d6dac1dc5b2d5b37bd295f79e7cdeb963b0e3369c1aa692a2a69#rd
【重磅】中国传媒大学致2020届高考考生的一封信,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400567&idx=1&sn=c657867b8e18132ef94a102aa29e6bc3&chksm=8050b064b727397290151a7fddc107d9e1f32fb62ce4b0248b44206605a52e8aa895a9d46265#rd
【来听】谁最美！中国传媒大学王志教授告诉你,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400522&idx=1&sn=90887caf59caa4a5df5760566c51ec96&chksm=8050b059b727394fdfe8d932d1c2b03d302ff101a83b7b4108fe1052c1da6f0398aaef40050a#rd
【微言教育】面对传染病，人类的武器是什么？看张文宏教授“硬核”演讲,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400493&idx=1&sn=3c7a3199fdf945dabd14467a21690cfd&chksm=8050b0beb72739a8d79c3ce561e240ecc8c8f3808670f51fb090e0841f7ff6167120b1961e6d#rd
中传抗疫主题MV！用我们的方式参战,http://mp.weixin.qq.com/s?__biz=MzAxMTc0MjkwOA==&mid=2652400482&idx=1&sn=63b96c7741e98744a33d45e722ceab9c&chksm=8050b0b1b72739a759775bee7b1d2338a606b2e79004220b32cdab0a38b136bf818213cfbcb5#rd
